Date,Open,High,Low,Close,Adj Close,Volume,returns,range,exp_rets_cum,rsi,bb_bbm,bb_bbh,bb_bbl,ma_20,ma_50,ma_100,dow,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,returns_T1,range_T1,rsi_T1,ma_20_T1,ma_50_T1,ma_100_T1,returns_T2,range_T2,rsi_T2,ma_20_T2,ma_50_T2,ma_100_T2
2017-03-04,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,-0.015560879671428163,0.03973150503485101,0.25725591272050696,75.79357357592075,1125.2180908203125,1299.6601730901823,950.7760085504425,1125.2180908203125,1018.9180358886719,1018.9180358886719,5,1205.2550048828125,1161.0,1183.1275024414062,1128.1560363769531,0.019168496080413044,0.023666636215212034,81.50243656715388,1112.4196411132812,1010.2947155761718,1010.2947155761718,0.023321071382924385,0.03826031979766942,79.7943353627323,1098.892642211914,1000.8915954589844,1000.8915954589844
2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,0.00953668523307627,0.0236095012239963,0.2692459666175464,76.84727598747679,1139.0419891357421,1312.451118663014,965.6328596084702,1139.0419891357421,1027.8921960449218,1027.8921960449218,6,1221.8450317382812,1161.0,1191.4225158691406,1128.1560363769531,-0.015560879671428163,0.03973150503485101,75.79357357592075,1125.2180908203125,1018.9180358886719,1018.9180358886719,0.019168496080413044,0.023666636215212034,81.50243656715388,1112.4196411132812,1010.2947155761718,1010.2947155761718
2017-03-06,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,0.004506251151827012,0.009014727687923996,0.27496550771656847,77.3536942900187,1152.455987548828,1323.6669951480042,981.2449799496519,1152.455987548828,1036.9128356933593,1036.9128356933593,0,1226.0650024414062,1178.6200561523438,1202.342529296875,1133.3905334472656,0.00953668523307627,0.0236095012239963,76.84727598747679,1139.0419891357421,1027.8921960449218,1027.8921960449218,-0.015560879671428163,0.03973150503485101,75.79357357592075,1125.2180908203125,1018.9180358886719,1018.9180358886719
2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,-0.03872466762564919,0.05872343719509021,0.22559289219607725,64.28263957182352,1163.2589904785157,1323.425683595633,1003.0922973613983,1163.2589904785157,1044.7529565429688,1044.7529565429688,1,1230.0,1190.4300537109375,1210.2150268554688,1140.9450378417969,0.004506251151827012,0.009014727687923996,77.3536942900187,1152.455987548828,1036.9128356933593,1036.9128356933593,0.00953668523307627,0.0236095012239963,76.84727598747679,1139.0419891357421,1027.8921960449218,1027.8921960449218
2017-03-08,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,-0.06010431756597667,0.07323538546386299,0.15192946779692051,50.556285844201106,1169.3869934082031,1317.200921209242,1021.573065607164,1169.3869934082031,1049.5941967773438,1049.5941967773438,2,1214.1950073242188,1198.635009765625,1206.4150085449219,1143.9800415039062,-0.03872466762564919,0.05872343719509021,64.28263957182352,1163.2589904785157,1044.7529565429688,1044.7529565429688,0.004506251151827012,0.009014727687923996,77.3536942900187,1152.455987548828,1036.9128356933593,1036.9128356933593
2017-03-09,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,0.033469556725543415,0.04927138388500274,0.19048403646317458,55.86788020827441,1176.500994873047,1313.1940445006487,1039.8079452454451,1176.500994873047,1055.6316369628905,1055.6316369628905,3,1210.77001953125,1202.4500122070312,1206.6100158691406,1152.9750366210938,-0.06010431756597667,0.07323538546386299,50.556285844201106,1169.3869934082031,1049.5941967773438,1049.5941967773438,-0.03872466762564919,0.05872343719509021,64.28263957182352,1163.2589904785157,1044.7529565429688,1044.7529565429688
2017-03-10,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,-0.06038756751926588,0.17936409440995593,0.11859360133064634,45.954499183708414,1179.6159912109374,1307.6010663643735,1051.6309160575013,1179.6159912109374,1059.9845764160157,1059.9845764160157,4,1178.3250122070312,1178.780029296875,1178.5525207519531,1161.0,0.033469556725543415,0.04927138388500274,55.86788020827441,1176.500994873047,1055.6316369628905,1055.6316369628905,-0.06010431756597667,0.07323538546386299,50.556285844201106,1169.3869934082031,1049.5941967773438,1049.5941967773438
2017-03-11,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,0.052931788543501,0.06943350786061675,0.17780276130239336,53.30376480098939,1186.0139892578125,1298.9206199802522,1073.1073585353727,1186.0139892578125,1065.6006555175782,1065.6006555175782,5,1176.625,1178.780029296875,1177.7025146484375,1161.0,-0.06038756751926588,0.17936409440995593,45.954499183708414,1179.6159912109374,1059.9845764160157,1059.9845764160157,0.033469556725543415,0.04927138388500274,55.86788020827441,1176.500994873047,1055.6316369628905,1055.6316369628905
2017-03-12,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,1221.3800048828125,227176000,0.03873863613830775,0.04391845541836048,0.22342923391518088,58.03901323820166,1193.0839904785157,1295.7946345243602,1090.3733464326713,1193.0839904785157,1071.5924755859376,1071.5924755859376,6,1176.625,1178.780029296875,1177.7025146484375,1161.0,0.052931788543501,0.06943350786061675,53.30376480098939,1186.0139892578125,1065.6006555175782,1065.6006555175782,-0.06038756751926588,0.17936409440995593,45.954499183708414,1179.6159912109374,1059.9845764160157,1059.9845764160157
2017-03-13,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,1231.9200439453125,380276992,0.008629614878549852,0.016712788781443333,0.23398695703502814,59.073218055078925,1198.914990234375,1296.4088549733506,1101.4211254953993,1198.914990234375,1077.7374169921875,1077.7374169921875,0,1176.4000244140625,1178.780029296875,1177.5900268554688,1178.6200561523438,0.03873863613830775,0.04391845541836048,58.03901323820166,1193.0839904785157,1071.5924755859376,1071.5924755859376,0.052931788543501,0.06943350786061675,53.30376480098939,1186.0139892578125,1065.6006555175782,1065.6006555175782
2017-03-14,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,1240.0,245306000,0.006558831552744948,0.01973432766627825,0.24208046962450513,59.88937145262153,1205.0429931640624,1296.502289418166,1113.583696909959,1205.0429931640624,1084.117176513672,1084.117176513672,1,1173.8599853515625,1178.780029296875,1176.3200073242188,1178.780029296875,0.008629614878549852,0.016712788781443333,59.073218055078925,1198.914990234375,1077.7374169921875,1077.7374169921875,0.03873863613830775,0.04391845541836048,58.03901323820166,1193.0839904785157,1071.5924755859376,1071.5924755859376
2017-03-15,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,1249.6099853515625,297804992,0.007749988186743995,0.009566433032113242,0.2517065785910806,60.88837821983092,1209.1874938964843,1300.8368685502783,1117.5381192426903,1209.1874938964843,1091.2556359863281,1091.2556359863281,2,1173.8599853515625,1178.780029296875,1176.3200073242188,1178.780029296875,0.006558831552744948,0.01973432766627825,59.88937145262153,1205.0429931640624,1084.117176513672,1084.117176513672,0.008629614878549852,0.016712788781443333,59.073218055078925,1198.914990234375,1077.7374169921875,1077.7374169921875
2017-03-16,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,1187.81005859375,638568000,-0.049455372061888436,0.09157964356365178,0.18980296403454533,51.93091813521229,1209.893994140625,1300.6511128166278,1119.136875464622,1209.893994140625,1096.9809973144531,1096.9809973144531,3,1173.8599853515625,1178.780029296875,1176.3200073242188,1178.780029296875,0.007749988186743995,0.009566433032113242,60.88837821983092,1209.1874938964843,1091.2556359863281,1091.2556359863281,0.006558831552744948,0.01973432766627825,59.88937145262153,1205.0429931640624,1084.117176513672,1084.117176513672
2017-03-17,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,1100.22998046875,706598976,-0.07373239306348878,0.07329237049685511,0.1020759442222463,42.409248609979436,1207.7134948730468,1306.4578543555174,1108.9691353905762,1207.7134948730468,1100.633876953125,1100.633876953125,4,1178.7749633789062,1178.3250122070312,1178.5499877929688,1178.780029296875,-0.049455372061888436,0.09157964356365178,51.93091813521229,1209.893994140625,1096.9809973144531,1096.9809973144531,0.007749988186743995,0.009566433032113242,60.88837821983092,1209.1874938964843,1091.2556359863281,1091.2556359863281
2017-03-18,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640625,973.8179931640625,621302016,-0.11489596679671465,0.16333117062730795,-0.024548136872570847,33.00314017478948,1198.1443969726563,1339.438837257572,1056.8499566877406,1198.1443969726563,1101.7152368164063,1101.7152368164063,5,1107.8175048828125,1116.8275146484375,1112.322509765625,1118.9825439453125,-0.07373239306348878,0.07329237049685511,42.409248609979436,1207.7134948730468,1100.633876953125,1100.633876953125,-0.049455372061888436,0.09157964356365178,51.93091813521229,1209.893994140625,1096.9809973144531,1096.9809973144531
2017-03-19,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,1036.739990234375,406648000,0.0646137137658247,0.09540001389761654,0.03847943060388537,40.122075745544606,1190.9828979492188,1348.7903284816207,1033.175467416817,1190.9828979492188,1104.0182360839844,1104.0182360839844,6,1107.8175048828125,1116.8275146484375,1112.322509765625,1118.9825439453125,-0.11489596679671465,0.16333117062730795,33.00314017478948,1198.1443969726563,1101.7152368164063,1101.7152368164063,-0.07373239306348878,0.07329237049685511,42.409248609979436,1207.7134948730468,1100.633876953125,1100.633876953125
2017-03-20,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,1054.22998046875,286529984,0.016870179986421707,0.02541765464823431,0.05599876551036975,41.96794244926157,1184.6958984375,1353.4000621513098,1015.9917347236903,1184.6958984375,1106.7129162597657,1106.7129162597657,0,1107.8175048828125,1116.6025390625,1112.2100219726562,1118.9825439453125,0.0646137137658247,0.09540001389761654,40.122075745544606,1190.9828979492188,1104.0182360839844,1104.0182360839844,-0.11489596679671465,0.16333117062730795,33.00314017478948,1198.1443969726563,1101.7152368164063,1101.7152368164063
2017-03-21,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,1120.5400390625,337391008,0.06289904463186113,0.06355183945791976,0.12242007899339669,48.45562253451978,1179.597900390625,1349.5817271432652,1009.6140736379848,1179.597900390625,1110.7160766601562,1110.7160766601562,1,1107.8175048828125,1114.0625,1110.9400024414062,1118.9825439453125,0.016870179986421707,0.02541765464823431,41.96794244926157,1184.6958984375,1106.7129162597657,1106.7129162597657,0.0646137137658247,0.09540001389761654,40.122075745544606,1190.9828979492188,1104.0182360839844,1104.0182360839844
2017-03-22,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,1049.1400146484375,380840992,-0.06371929777163454,0.10494867940111519,0.050900259755154886,42.89490540123793,1169.5044006347657,1345.2055688880603,993.8032323814712,1169.5044006347657,1112.2908166503905,1112.2908166503905,2,1107.8175048828125,1114.0625,1110.9400024414062,1118.9825439453125,0.06289904463186113,0.06355183945791976,48.45562253451978,1179.597900390625,1110.7160766601562,1110.7160766601562,0.016870179986421707,0.02541765464823431,41.96794244926157,1184.6958984375,1106.7129162597657,1106.7129162597657
2017-03-23,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,1038.5899658203125,248540000,-0.01005590167262882,0.028262325461101856,0.04033251007531691,42.125643947080945,1157.6843994140625,1335.2071493253486,980.1616495027764,1157.6843994140625,1113.2821557617187,1113.2821557617187,3,1068.9075317382812,1114.0625,1091.4850158691406,1118.9825439453125,-0.06371929777163454,0.10494867940111519,42.89490540123793,1169.5044006347657,1112.2908166503905,1112.2908166503905,0.06289904463186113,0.06355183945791976,48.45562253451978,1179.597900390625,1110.7160766601562,1110.7160766601562
2017-03-24,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,937.52001953125,491038016,-0.09731457997404602,0.11356675148435302,-0.06090701117600761,35.54844327145598,1141.8028991699218,1337.5067564608682,946.0990418789754,1141.8028991699218,1111.7965563964844,1111.7965563964844,4,1028.3940124511719,1096.1689758300781,1062.281494140625,1106.8789978027344,-0.01005590167262882,0.028262325461101856,42.125643947080945,1157.6843994140625,1113.2821557617187,1113.2821557617187,-0.06371929777163454,0.10494867940111519,42.89490540123793,1169.5044006347657,1112.2908166503905,1112.2908166503905
2017-03-25,936.5399780273438,975.760986328125,903.7130126953125,972.7789916992188,972.7789916992188,435803008,0.037608767208616944,0.07972439548915022,-0.025588881572081723,39.11956445020563,1127.0858489990235,1327.102285442697,927.0694125553501,1127.0858489990235,1110.653935546875,1110.653935546875,5,1013.071533203125,1080.8464965820312,1046.9590148925781,1089.8565063476562,-0.09731457997404602,0.11356675148435302,35.54844327145598,1141.8028991699218,1111.7965563964844,1111.7965563964844,-0.01005590167262882,0.028262325461101856,42.125643947080945,1157.6843994140625,1113.2821557617187,1113.2821557617187
2017-03-26,974.0150146484375,1007.9600219726562,954.1859741210938,966.7249755859375,966.7249755859375,303668000,-0.006223423989354715,0.056355940361724643,-0.031653055102000005,38.722832749457694,1111.780599975586,1311.6916433249203,911.8695566262518,1111.780599975586,1109.1304345703124,1109.1304345703124,6,1013.071533203125,1080.8464965820312,1046.9590148925781,1089.8565063476562,0.037608767208616944,0.07972439548915022,39.11956445020563,1127.0858489990235,1110.653935546875,1110.653935546875,-0.09731457997404602,0.11356675148435302,35.54844327145598,1141.8028991699218,1111.7965563964844,1111.7965563964844
2017-03-27,972.0549926757812,1046.4000244140625,971.9840087890625,1045.77001953125,1045.77001953125,372535008,0.08176580303762493,0.07656094642720568,0.0475246104666156,46.37039849529178,1102.8920989990233,1297.8840176923204,907.9001803057264,1102.8920989990233,1109.4990356445312,1109.4990356445312,0,1013.071533203125,1080.8464965820312,1046.9590148925781,1089.6315307617188,-0.006223423989354715,0.056355940361724643,38.722832749457694,1111.780599975586,1109.1304345703124,1109.1304345703124,0.037608767208616944,0.07972439548915022,39.11956445020563,1127.0858489990235,1110.653935546875,1110.653935546875
2017-03-28,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,1047.1500244140625,326332000,0.0013196064689549036,0.03592387557719512,0.04890693071897689,46.495944213180685,1097.7496002197265,1292.925603071964,902.573597367489,1097.7496002197265,1109.6790356445313,1109.6790356445313,1,1012.1815185546875,1080.8464965820312,1046.5140075683594,1087.0914916992188,0.08176580303762493,0.07656094642720568,46.37039849529178,1102.8920989990233,1109.4990356445312,1109.4990356445312,-0.006223423989354715,0.056355940361724643,38.722832749457694,1111.780599975586,1109.1304345703124,1109.1304345703124
2017-03-29,1046.0799560546875,1055.1300048828125,1015.8800048828125,1039.969970703125,1039.969970703125,298457984,-0.006856757430679705,0.03863645293867912,0.0417148303276782,45.89396065892287,1090.3235992431642,1282.4017697071033,898.245428779225,1090.3235992431642,1109.251435546875,1109.251435546875,2,984.1815185546875,1080.8464965820312,1032.5140075683594,1087.0914916992188,0.0013196064689549036,0.03592387557719512,46.495944213180685,1097.7496002197265,1109.6790356445313,1109.6790356445313,0.08176580303762493,0.07656094642720568,46.37039849529178,1102.8920989990233,1109.4990356445312,1109.4990356445312
2017-03-30,1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,1026.4300537109375,352968992,-0.013019526884062937,0.028675406518598345,0.0281521960886999,44.71817906278814,1085.8091033935548,1279.4314787135443,892.1867280735653,1085.8091033935548,1108.5186376953125,1108.5186376953125,3,984.1815185546875,1041.9365234375,1013.0590209960938,1087.0914916992188,-0.006856757430679705,0.03863645293867912,45.89396065892287,1090.3235992431642,1109.251435546875,1109.251435546875,0.0013196064689549036,0.03592387557719512,46.495944213180685,1097.7496002197265,1109.6790356445313,1109.6790356445313
2017-03-31,1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,1071.7900390625,447287008,0.044191988716200115,0.0470272233772302,0.07358828633678804,49.39554608061079,1080.6071075439454,1269.81582095708,891.3983941308109,1080.6071075439454,1110.0667785644532,1110.0667785644532,4,989.3165283203125,1013.071533203125,1001.1940307617188,1080.8464965820312,-0.013019526884062937,0.028675406518598345,44.71817906278814,1085.8091033935548,1108.5186376953125,1108.5186376953125,-0.006856757430679705,0.03863645293867912,45.89396065892287,1090.3235992431642,1109.251435546875,1109.251435546875
2017-04-01,1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,1080.5,289633984,0.008126555220758114,0.028866548426111027,0.08231286083006295,50.26571382958102,1073.5631072998046,1251.4340325323037,895.6921820673056,1073.5631072998046,1111.9032983398438,1111.9032983398438,5,1022.9529724121094,1013.071533203125,1018.0122528076172,1080.8464965820312,0.044191988716200115,0.0470272233772302,49.39554608061079,1080.6071075439454,1110.0667785644532,1110.0667785644532,-0.013019526884062937,0.028675406518598345,44.71817906278814,1085.8091033935548,1108.5186376953125,1108.5186376953125
2017-04-02,1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,1102.1700439453125,514187008,0.020055570518567878,0.029885179327420852,0.10401926273359319,52.456180150185205,1067.0756072998047,1230.225853717527,903.9253608820826,1067.0756072998047,1113.8576989746093,1113.8576989746093,6,1039.7869873046875,1013.071533203125,1026.4292602539062,1080.8464965820312,0.008126555220758114,0.028866548426111027,50.26571382958102,1073.5631072998046,1111.9032983398438,1111.9032983398438,0.044191988716200115,0.0470272233772302,49.39554608061079,1080.6071075439454,1110.0667785644532,1110.0667785644532
2017-04-03,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,1143.81005859375,580444032,0.03778002757122989,0.04423595015409454,0.14572914091883726,56.42745028850591,1062.2661102294921,1209.6518081204897,914.8804123384946,1062.2661102294921,1116.7502795410155,1116.7502795410155,0,1083.8099975585938,1027.7265014648438,1055.7682495117188,1080.8464965820312,0.020055570518567878,0.029885179327420852,52.456180150185205,1067.0756072998047,1113.8576989746093,1113.8576989746093,0.008126555220758114,0.028866548426111027,50.26571382958102,1073.5631072998046,1111.9032983398438,1111.9032983398438
2017-04-04,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,1133.25,436310016,-0.009232353321610876,0.03205647489459973,0.1351513646790088,55.168902132353985,1056.4481109619142,1181.2493308804142,931.6468910434141,1056.4481109619142,1119.6024389648437,1119.6024389648437,1,1086.1599731445312,1030.0764770507812,1058.1182250976562,1080.8464965820312,0.03778002757122989,0.04423595015409454,56.42745028850591,1062.2661102294921,1116.7502795410155,1116.7502795410155,0.020055570518567878,0.029885179327420852,52.456180150185205,1067.0756072998047,1113.8576989746093,1113.8576989746093
2017-04-05,1134.1400146484375,1135.0899658203125,1113.6300048828125,1124.780029296875,1124.780029296875,414784000,-0.007474053124310598,0.01927027903649048,0.12666718307526414,54.126136514752496,1053.2966094970702,1167.3942632974683,939.1989556966721,1053.2966094970702,1122.0070397949219,1122.0070397949219,2,1088.2399597167969,1030.0764770507812,1059.158218383789,1080.8464965820312,-0.009232353321610876,0.03205647489459973,55.168902132353985,1056.4481109619142,1119.6024389648437,1119.6024389648437,0.03778002757122989,0.04423595015409454,56.42745028850591,1062.2661102294921,1116.7502795410155,1116.7502795410155
2017-04-06,1125.81005859375,1188.3699951171875,1125.81005859375,1182.6800537109375,1182.6800537109375,511222016,0.05147675359266213,0.05556882002065344,0.18466435203936826,59.729637159582914,1057.4191131591797,1183.3467166548176,931.4915096635418,1057.4191131591797,1125.5110412597655,1125.5110412597655,3,1107.5050048828125,1046.04150390625,1076.7732543945312,1046.04150390625,-0.007474053124310598,0.01927027903649048,54.126136514752496,1053.2966094970702,1122.0070397949219,1122.0070397949219,-0.009232353321610876,0.03205647489459973,55.168902132353985,1056.4481109619142,1119.6024389648437,1119.6024389648437
2017-04-07,1178.93994140625,1186.5799560546875,1163.3900146484375,1176.9000244140625,1176.9000244140625,317022016,-0.004887229879914523,0.019933075850971482,0.17887462502041185,58.95543578415154,1067.5732147216797,1197.5833927307883,937.5630367125711,1067.5732147216797,1128.500242919922,1128.500242919922,4,1124.72998046875,1046.04150390625,1085.3857421875,1046.04150390625,0.05147675359266213,0.05556882002065344,59.729637159582914,1057.4191131591797,1125.5110412597655,1125.5110412597655,-0.007474053124310598,0.01927027903649048,54.126136514752496,1053.2966094970702,1122.0070397949219,1122.0070397949219
2017-04-08,1172.6500244140625,1184.97998046875,1162.5799560546875,1175.949951171875,1175.949951171875,209312000,-0.0008072675864378986,0.019267512997625413,0.17792295774715883,58.820476014829225,1074.5337127685548,1211.8938893408786,937.173536196231,1074.5337127685548,1131.0950427246094,1131.0950427246094,5,1131.9099731445312,1071.2779846191406,1101.593978881836,1046.04150390625,-0.004887229879914523,0.019933075850971482,58.95543578415154,1067.5732147216797,1128.500242919922,1128.500242919922,0.05147675359266213,0.05556882002065344,59.729637159582914,1057.4191131591797,1125.5110412597655,1125.5110412597655
2017-04-09,1176.5699462890625,1197.2099609375,1171.8599853515625,1187.8699951171875,1187.8699951171875,242343008,0.010136523185730661,0.021632256329950916,0.18986300111936738,60.05596219126654,1081.2157135009766,1226.7347701330514,935.6966568689019,1081.2157135009766,1133.7640417480468,1133.7640417480468,6,1150.0799560546875,1084.5969848632812,1117.3384704589844,1050.4614868164062,-0.0008072675864378986,0.019267512997625413,58.820476014829225,1074.5337127685548,1131.0950427246094,1131.0950427246094,-0.004887229879914523,0.019933075850971482,58.95543578415154,1067.5732147216797,1128.500242919922,1128.500242919922
2017-04-10,1187.300048828125,1190.3399658203125,1179.0400390625,1187.1300048828125,1187.1300048828125,215883008,-0.0006229555737722325,0.00958400595691189,0.18912176933079472,59.93574259247923,1084.5452117919922,1236.4193060780783,932.671117505906,1084.5452117919922,1136.5492419433594,1136.5492419433594,0,1155.4199829101562,1106.5449829101562,1130.9824829101562,1050.4614868164062,0.010136523185730661,0.021632256329950916,60.05596219126654,1081.2157135009766,1133.7640417480468,1133.7640417480468,-0.0008072675864378986,0.019267512997625413,58.820476014829225,1074.5337127685548,1131.0950427246094,1131.0950427246094
