Date,Open,Adj Close,Volume,returns,range,ma_12,ma_21,hmm_predictions,ma_signal,hmm_signal,combined_signal,lrets_bench,lrets_bench_prod,lrets_bench_prod_exp,lrets_strat,lrets_strat_prod,lrets_strat_prod_exp
2019-01-02,245.97999572753906,230.55743408203125,126925200,0.0010403396450893165,0.02138650063383385,243.39675323486327,250.20708992004396,2,0.0,1,0.0,0.0010397988668302877,0.0010397988668302877,0.0010403396450893165,0.0,0.0,0.0
2019-01-03,248.22999572753906,225.05575561523438,144140700,-0.023862507356147145,0.020109201756861594,242.83577545166017,250.10433097839356,2,0.0,1,0.0,-0.02415182888029486,-0.023112030013464575,-0.022846992823491674,-0.0,0.0,0.0
2019-01-04,247.58999633789062,232.59413146972656,142628800,0.03349559238724886,0.024032052779100477,242.44828674316406,250.03717536926268,2,0.0,1,0.0,0.03294683538675911,0.009834805373294536,0.009883326004867188,0.0,0.0,0.0
2019-01-07,252.69000244140625,234.42803955078125,103139100,0.007884584488295099,0.016925561069227157,242.12313110351562,249.9815502166748,0,0.0,1,0.0,0.007853663578026669,0.017688468951321205,0.017845836412073046,0.0,0.0,0.0
2019-01-08,256.82000732421875,236.6305694580078,102512600,0.009395334753671714,0.013031486451156482,241.99393432617188,249.96762817382813,0,0.0,1,0.0,0.009351473111949225,0.027039942063270428,0.02740883877279532,0.0,0.0,0.0
2019-01-09,257.55999755859375,237.73648071289062,95006600,0.00467357728722817,0.01061712476982879,241.79963134765626,249.98475090026855,0,0.0,1,0.0,0.00466269003333489,0.031702632096605315,0.032210513386381256,-0.0,0.0,0.0
2019-01-10,256.260009765625,238.57510375976562,96823900,0.003527532015112911,0.014324867562071963,241.70914245605468,249.97401390075683,0,0.0,1,0.0,0.003521324867046796,0.03522395696365211,0.03585166901868786,0.0,0.0,0.0
2019-01-11,257.67999267578125,238.6673126220703,73858100,0.0003864982592547417,0.007703423708250945,241.64743408203125,249.9842137145996,0,0.0,1,0.0,0.00038642358804211446,0.03561038055169422,0.036252023885609885,-0.0,0.0,0.0
2019-01-14,256.8599853515625,237.21119689941406,70908200,-0.006101027018148963,0.007370945376023341,241.48495513916015,249.99062896728515,0,0.0,1,0.0,-0.006119714330120622,0.0294906662215736,0.02992982229027219,0.0,0.0,0.0
2019-01-15,257.82000732421875,239.9297637939453,85208300,0.011460533609145118,0.011209862595730646,241.32443969726563,249.9955638885498,0,0.0,1,0.0,0.01139535917700412,0.04088602539857772,0.04173336763369062,0.0,0.0,0.0
2019-01-16,260.8299865722656,240.5103759765625,77636700,0.002419925620882113,0.005257080142367032,241.12276275634767,250.02918937683106,0,0.0,1,0.0,0.0024170023160471612,0.04330302771462488,0.04425428490015526,-0.0,0.0,0.0
2019-01-17,260.010009765625,242.33499145507812,96118400,0.007586431442331731,0.015233197810519794,240.98726379394532,250.05695579528808,0,0.0,1,0.0,0.00755779919120926,0.05086082690583414,0.052176448440911516,0.0,0.0,0.0
2019-01-18,264.9800109863281,245.56056213378906,127900300,0.013310379402261763,0.01513312162101954,240.88878936767577,250.0881832885742,1,0.0,0,0.0,0.013222574587799615,0.06408340149363376,0.06618131616778422,-0.0,0.0,0.0
2019-01-22,264.82000732421875,242.24288940429688,115531200,-0.013510608953910985,0.015322148308464012,240.69225982666015,250.09337921142577,2,0.0,1,0.0,-0.013602707712022976,0.05048069378161078,0.05177655733107511,-0.0,0.0,0.0
2019-01-23,264.010009765625,242.74977111816406,86030300,0.0020924523940151207,0.01584441350720689,240.39793762207032,250.12798645019532,0,0.0,1,0.0,0.0020902662645545605,0.05257096004616534,0.05397734970643153,-0.0,0.0,0.0
2019-01-24,263.2099914550781,242.8787841796875,59204100,0.0005314652241654727,0.008089231316337209,240.1155419921875,250.15742767333984,0,0.0,1,0.0,0.0005313240465416744,0.053102284092707015,0.05453750201485863,0.0,0.0,0.0
2019-01-25,265.6099853515625,244.9339141845703,96883400,0.008461546000503528,0.011530033007273177,239.92445678710936,250.17830337524413,0,0.0,1,0.0,0.008425947789780777,0.061528231882487794,0.06346051959741339,-0.0,0.0,0.0
2019-01-28,263.3900146484375,243.0723876953125,85613700,-0.007600117343713575,0.007792421256572535,239.7912451171875,250.19618171691894,0,0.0,1,0.0,-0.007629145406853579,0.05389908647563421,0.05537809485806644,0.0,0.0,0.0
2019-01-29,263.9200134277344,242.74977111816406,66136300,-0.0013272448598844466,0.007886226455348755,239.66092712402343,250.20259552001954,0,0.0,1,0.0,-0.001328126429468961,0.05257096004616525,0.05397734970643153,0.0,0.0,0.0
2019-01-30,265.1000061035156,246.5926971435547,92473700,0.015830812147377804,0.016158898821842405,239.6415493774414,250.23176513671876,1,0.0,0,0.0,0.015706811812726176,0.06827777185889143,0.07066266713722502,0.0,0.0,0.0
2019-01-31,267.510009765625,248.75839233398438,104012100,0.008782479025195578,0.011972957453399546,239.61381134033203,250.2618660736084,0,0.0,1,0.0,0.00874413738253041,0.07702190924142184,0.08006573955441776,0.0,0.0,0.0
2019-02-01,270.1499938964844,248.878173828125,85782500,0.00048151739933977034,0.007504344996706491,239.5754592895508,250.27958137512206,0,0.0,1,0.0,0.00048140150703811755,0.07750331074845995,0.08058581000044396,-0.0,0.0,0.0
2019-02-04,270.1099853515625,250.62913513183594,60744800,0.007035415266748668,0.009912435301960398,239.65696716308594,250.30514320373535,0,0.0,1,0.0,0.0070107822011740385,0.084514092949634,0.08818817990515315,0.0,0.0,0.0
2019-02-05,272.44000244140625,251.6798095703125,79552800,0.004192148043458355,0.005737816428487141,239.85074401855468,250.34276824951172,0,0.0,1,0.0,0.004183385471645241,0.08869747842127923,0.09275002585445691,0.0,0.0,0.0
2019-02-06,272.7900085449219,251.3479766845703,58347800,-0.0013184724126608094,0.00522206104749845,240.02139343261717,250.38908546447755,0,0.0,1,0.0,-0.001319342362165974,0.08737813605911325,0.09130926509143356,-0.0,0.0,0.0
2019-02-07,270.94000244140625,248.951904296875,95482000,-0.009532889101797948,0.012150952865250142,240.17655487060546,250.42360389709472,0,0.0,1,0.0,-0.00957861793978975,0.07779951811932351,0.08090593489155218,-0.0,0.0,0.0
2019-02-08,268.75,249.25601196289062,75788900,0.001221551877156779,0.010267707642430013,240.25991943359375,250.47594177246094,0,0.0,1,0.0,0.0012208063897017928,0.0790203245090253,0.08222631756534882,0.0,0.0,0.0
2019-02-11,271.20001220703125,249.39427185058594,68021400,0.0005546902825193101,0.005406775031212119,240.3295574951172,250.52602005004883,0,0.0,1,0.0,0.0005545364987301704,0.07957486100775547,0.08282661798718904,0.0,0.0,0.0
2019-02-12,272.4200134277344,252.60134887695312,72270200,0.01285946546634631,0.008004673221323477,240.35009216308595,250.57996643066406,0,0.0,1,0.0,0.012777484612246532,0.09235234562000201,0.09675118948723593,0.0,0.0,0.0
2019-02-13,275.0299987792969,253.4215087890625,65277200,0.0032468548396742403,0.004989784125035035,240.39802459716796,250.6368783569336,0,0.0,1,0.0,0.003241595188307181,0.09559394080830919,0.10031218139474096,-0.0,0.0,0.0
2019-02-14,273.7799987792969,252.85939025878906,83234400,-0.0022181168952841723,0.010151425883451859,240.4041131591797,250.70028717041015,0,0.0,1,0.0,-0.002220580560370385,0.0933733602479388,0.09787156035510236,0.0,0.0,0.0
2019-02-15,276.3599853515625,255.61483764648438,97088700,0.010897152701646817,0.004635493270063407,240.39842834472657,250.77533920288087,0,0.0,1,0.0,0.010838206576467165,0.10421156682440597,0.10983523439508724,0.0,0.0,0.0
2019-02-19,276.4800109863281,256.05712890625,59120800,0.0017303035451226023,0.007631878114248369,240.56742309570313,250.86068382263184,0,0.0,1,0.0,0.0017288082945199396,0.1059403751189259,0.11175558623566295,0.0,0.0,0.0
2019-02-20,277.80999755859375,256.5732727050781,76610800,0.0020157368827529165,0.0060234929764990675,240.75425415039064,250.9512424468994,0,0.0,1,0.0,0.0020137080111527227,0.10795408313007862,0.11399659297544473,-0.0,0.0,0.0
2019-02-21,277.70001220703125,255.66098022460938,64214700,-0.00355568010202445,0.0063325491635577436,241.0377325439453,251.02180351257323,0,0.0,1,0.0,-0.003562016557249323,0.1043920665728293,0.11003557745607906,0.0,0.0,0.0
2019-02-22,278.1099853515625,257.2460632324219,78114600,0.006199941056393987,0.007065578580400134,241.34374938964845,251.09620384216308,0,0.0,1,0.0,0.006180800494671914,0.11057286706750122,0.11691773260680693,0.0,0.0,0.0
2019-02-25,280.7300109863281,257.59625244140625,69030700,0.0013613005563004599,0.006727999613820312,241.65567352294923,251.17235511779785,0,0.0,1,0.0,0.001360374826733714,0.11193324189423494,0.11843819333754646,-0.0,0.0,0.0
2019-02-26,279.1300048828125,257.411865234375,56844100,-0.0007157992606013908,0.005019698555475793,241.9395379638672,251.2358713531494,0,0.0,1,0.0,-0.0007160555672088148,0.11121718632702612,0.1176376161057271,-0.0,0.0,0.0
2019-02-27,278.5199890136719,257.30126953125,56921600,-0.0004296449311856909,0.0076040985585317244,242.2228384399414,251.28739379882813,0,0.0,1,0.0,-0.0004297372550143947,0.11078744907201173,0.11715742876906465,0.0,0.0,0.0
2019-02-28,278.9599914550781,256.8221130371094,69268300,-0.0018622391370767266,0.004060092171153773,242.58634613037108,251.33275199890136,0,0.0,1,0.0,-0.0018639752600975335,0.1089234738119142,0.11507701448293495,0.0,0.0,0.0
