Date,Open,Adj Close,Volume,returns,range,ma_12,ma_21,hmm_predictions,ma_signal,hmm_signal,combined_signal,lrets_bench,lrets_bench_prod,lrets_bench_prod_exp,lrets_strat,lrets_strat_prod,lrets_strat_prod_exp
2023-03-12,20628.029296875,22163.94921875,29279035521,0.07422977009964415,0.08490591357667276,21998.982747395832,22761.64620535714,0,0.0,1,0.0,0.07160391184533008,-0.09760486184001468,-0.09299277387773863,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-13,22156.40625,24197.533203125,49466362688,0.09175187888693825,0.12011199668369188,22044.89794921875,22731.569289434523,2,0.0,0,0.0,0.08778363436848541,-0.009821227471529276,-0.009773156716991083,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-14,24201.765625,24746.07421875,54622230164,0.022669294883089997,0.10105538183582463,22150.781901041668,22746.317894345237,3,0.0,0,0.0,0.02241616479750579,0.012594937325976514,0.012674587594542874,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-15,24770.92578125,24375.9609375,43655701450,-0.014956444322371198,0.05323220783251292,22318.555338541668,22755.22823660714,3,0.0,0,0.0,-0.015069419825617957,-0.002474482499641443,-0.002471423491495206,-0.0,-0.08759086327246542,-0.08386437521199663
2023-03-16,24373.45703125,25052.7890625,33866061747,0.027766213062754286,0.03984356689537272,22543.508626302082,22807.861421130954,1,0.0,1,0.0,0.027387721969650478,0.024913239470009035,0.025226167500026042,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-17,25055.123046875,27423.9296875,50730261335,0.0946457745317153,0.11350924826370279,22959.2099609375,23009.09012276786,2,0.0,0,0.0,0.09043081735478727,0.1153440568247963,0.12225949219324805,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-18,27448.1171875,26965.87890625,35723036817,-0.01670259464889101,0.04091007280811243,23337.220052083332,23189.590308779763,3,1.0,0,0.0,-0.016843655914946763,0.09850040090984954,0.10351484680427392,-0.0,-0.08759086327246542,-0.08386437521199663
2023-03-19,26969.50390625,28038.67578125,37769448859,0.039783493752593824,0.05696669701005708,23822.12890625,23402.802827380954,1,1.0,1,0.0,0.03901251239696352,0.13751291330681306,0.1474165228180062,0.0,-0.08759086327246542,-0.08386437521199663
2023-03-20,28041.6015625,27767.236328125,44774027664,-0.00968089417783835,0.04716255070938469,24326.225260416668,23604.915457589286,3,1.0,0,1.0,-0.009728058677075274,0.1277848546297378,0.13630850488270196,-0.009790761351629927,-0.09738162462409534,-0.0927902735077919
2023-03-21,27768.392578125,28175.81640625,36102192830,0.014714466837708162,0.036440557504790805,24977.29150390625,23844.366071428572,1,1.0,1,0.0,0.014607259457310753,0.14239211408704855,0.1530286786952042,0.0,-0.09738162462409534,-0.0927902735077919
2023-03-22,28158.720703125,27307.4375,33382021890,-0.030820008681536337,0.07635800231776702,25570.640950520832,24018.694010416668,3,1.0,0,1.0,-0.031304934786025286,0.11108717930102327,0.11749232480775773,-0.030898714933400115,-0.12828033955749546,-0.1203932439916009
2023-03-23,27301.95703125,28333.97265625,24220433689,0.03759177902540278,0.05689069644361111,26212.437825520832,24250.051432291668,1,1.0,1,0.0,0.03690243092144147,0.14798961022246473,0.15950084934451447,0.0,-0.12828033955749546,-0.1203932439916009
2023-03-24,28324.111328125,27493.28515625,25980310960,-0.02967065403073854,0.04989676471658977,26656.549153645832,24494.36597842262,3,1.0,0,1.0,-0.03011973318555565,0.11786987703690908,0.12509770079526583,-0.029987974008091726,-0.15826831356558718,-0.14637928677849366
2023-03-25,27487.337890625,27494.70703125,13383005987,5.17171735541222e-05,0.02189978909074619,26931.313639322918,24739.192522321428,1,1.0,1,0.0,5.171583626720892e-05,0.11792159287317629,0.1251558876683232,0.0,-0.15826831356558718,-0.14637928677849366
2023-03-26,27495.5234375,27994.330078125,13878363192,0.018171608313816145,0.026711474008003444,27202.001627604168,25003.89806547619,0,1.0,1,1.0,0.01800847790347154,0.13593007077664782,0.14560177975101607,0.01796943609414483,-0.14029887747144235,-0.13090155736733133
2023-03-27,27994.068359375,27139.888671875,18188895178,-0.03052194511765327,0.05379234912507691,27432.328938802082,25228.190011160714,3,1.0,0,1.0,-0.030997440056033318,0.1049326307206145,0.11063578510276972,-0.03124604723332817,-0.1715449247047705,-0.15763757571324954
2023-03-28,27132.888671875,27268.130859375,17783600385,0.004725228944394866,0.029346492283536918,27616.940755208332,25468.58816964286,1,1.0,1,0.0,0.004714100093914092,0.1096467308145286,0.11588379346121802,0.0,-0.1715449247047705,-0.15763757571324954
